,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6164,7.39,0.120961347,3,13,0,1,Supermarket Type1,4866.998
6165,9.8,0.178622919,3,22,0,0,Grocery Store,176.437
6166,11.8,0.02633607,1,33,2,0,Supermarket Type1,406.138
6167,8.895,0.126287542,4,22,0,0,Grocery Store,468.7232
6168,11.8,0.11350542,4,21,1,2,Supermarket Type1,2961.4784
6169,6.155,0.094201477,4,35,1,0,Supermarket Type3,6817.792
6170,17.25,0.125224466,1,23,0,2,Supermarket Type1,679.116
6171,11.35,0.005561798,3,13,0,1,Supermarket Type1,3225.801
6172,19.25,0.101980245,1,18,0,1,Supermarket Type1,873.5296
6173,19.7,0.081193712,4,13,0,1,Supermarket Type1,2553.343
6174,14.0,0.024369007,1,21,1,2,Supermarket Type1,922.7988
6175,8.355,0.188619537,3,13,0,1,Supermarket Type1,3089.9778
6176,15.1,0.094037291,1,21,1,2,Supermarket Type1,495.3552
6177,12.1,0.030188505,1,18,0,1,Supermarket Type1,612.536
6178,8.185,0.046578409,1,18,0,1,Supermarket Type1,1182.4608
6179,8.27,0.223985293,4,35,0,2,Grocery Store,555.2772
6180,15.5,0.085763562,1,33,2,0,Supermarket Type1,295.6152
6181,14.0,0.105145451,3,23,0,2,Supermarket Type1,4844.3608
6182,18.0,0.019382568,2,16,0,1,Supermarket Type1,3340.9844
6183,9.6,0.0,3,21,1,2,Supermarket Type1,3509.4318
6184,6.425,0.093002339,3,35,1,0,Supermarket Type3,4921.5936
6185,9.6,0.035549527,4,33,2,0,Supermarket Type1,5346.374
6186,7.905,0.054720642,2,35,1,0,Supermarket Type3,2387.5588
6187,16.7,0.052708138,2,13,0,1,Supermarket Type1,2404.8696
6188,9.3,0.089144149,3,21,1,2,Supermarket Type1,1011.3502
6189,8.1,0.128011859,4,16,0,1,Supermarket Type1,6371.706
6190,19.1,0.178272728,3,13,0,1,Supermarket Type1,1551.9798
6191,8.88,0.099024124,4,11,1,0,Supermarket Type2,3145.905
6192,6.825,0.046898544,3,13,0,1,Supermarket Type1,922.7988
6193,11.5,0.041994624,4,16,0,1,Supermarket Type1,3475.476
6194,7.075,0.022694623,2,13,0,1,Supermarket Type1,2527.3768
6195,20.7,0.039467795,3,13,0,1,Supermarket Type1,604.5464
6196,7.895,0.061270647,1,21,1,2,Supermarket Type1,343.5528
6197,6.86,0.036686158,4,11,1,0,Supermarket Type2,2526.711
6198,9.6,0.014200671,4,33,2,0,Supermarket Type1,3214.4824
6199,12.1,0.079806266,3,23,0,2,Supermarket Type1,3422.212
6200,11.1,0.059797172,3,33,2,0,Supermarket Type1,1057.9562
6201,9.5,0.0,4,18,0,1,Supermarket Type1,3025.3952
6202,21.0,0.049381666,4,21,1,2,Supermarket Type1,1549.9824
6203,5.46,0.107057186,3,23,0,2,Supermarket Type1,2022.7004
6204,16.35,0.109274313,4,35,0,2,Grocery Store,677.1186
6205,17.6,0.018889593,4,33,2,0,Supermarket Type1,4727.18
6206,20.35,0.021369722,1,18,0,1,Supermarket Type1,154.4656
6207,7.39,0.092927148,4,21,1,2,Supermarket Type1,4267.1122
6208,12.3,0.113139486,1,35,0,2,Grocery Store,183.7608
6209,9.195,0.117387066,3,33,2,0,Supermarket Type1,4492.8184
6210,17.1,0.038730229,3,16,0,1,Supermarket Type1,4807.7418
6211,13.0,0.030211742,1,11,1,0,Supermarket Type2,539.298
6212,15.5,0.032924463,2,21,1,2,Supermarket Type1,2143.876
6213,8.695,0.120022543,2,11,1,0,Supermarket Type2,1428.141
6214,11.5,0.037388493,2,35,1,0,Supermarket Type3,1410.8302
6215,7.5,0.096413261,1,23,0,2,Supermarket Type1,1030.6584
6216,7.485,0.069405301,2,11,1,0,Supermarket Type2,1105.228
6217,9.8,0.090649107,4,18,0,1,Supermarket Type1,4649.9472
6218,11.395,0.021649904,3,18,0,1,Supermarket Type1,4363.6532
6219,20.7,0.02689477,1,16,0,1,Supermarket Type1,2482.7682
6220,16.2,0.016679232,2,21,1,2,Supermarket Type1,2740.4328
6221,19.2,0.00978492,4,35,0,2,Grocery Store,451.4124
6222,13.15,0.056429024,3,23,0,2,Supermarket Type1,1282.3308
6223,21.25,0.009998763,3,23,0,2,Supermarket Type1,551.2824
6224,13.15,0.020757926,1,18,0,1,Supermarket Type1,761.0094
6225,19.6,0.041374909,1,18,0,1,Supermarket Type1,1416.8224
6226,12.6,0.096756649,4,13,0,1,Supermarket Type1,5226.53
6227,12.8,0.079523619,3,13,0,1,Supermarket Type1,4961.5416
6228,7.285,0.0,3,13,0,1,Supermarket Type1,1414.1592
6229,13.1,0.012167988,4,13,0,1,Supermarket Type1,4174.566
6230,8.63,0.032976399,2,18,0,1,Supermarket Type1,2846.295
6231,10.195,0.147492524,2,13,0,1,Supermarket Type1,1685.8056
6232,16.85,0.0,2,21,1,2,Supermarket Type1,2572.6512
6233,9.3,0.028566433,4,21,1,2,Supermarket Type1,4860.34
6234,15.85,0.110479217,1,11,1,0,Supermarket Type2,531.3084
6235,5.485,0.042838514,3,18,0,1,Supermarket Type1,1657.842
6236,18.25,0.012264903,3,33,2,0,Supermarket Type1,3397.5774
6237,12.6,0.096132367,4,33,2,0,Supermarket Type1,4181.224
6238,15.35,0.168780127,4,35,0,2,Grocery Store,197.0768
6239,12.85,0.099193899,1,18,0,1,Supermarket Type1,656.4788
6240,6.13,0.076721393,1,16,0,1,Supermarket Type1,2021.3688
6241,14.85,0.06173052,3,35,0,2,Grocery Store,160.4578
6242,5.655,0.174934513,3,33,2,0,Supermarket Type1,1895.5326
6243,11.1,0.0,2,23,0,2,Supermarket Type1,1303.6364
6244,11.6,0.009802791,4,11,1,0,Supermarket Type2,1125.202
6245,16.0,0.09942555,1,21,1,2,Supermarket Type1,527.3136
6246,12.15,0.062384659,1,21,1,2,Supermarket Type1,719.064
6247,6.55,0.034745307,3,11,1,0,Supermarket Type2,4399.6064
6248,9.6,0.035579135,4,23,0,2,Supermarket Type1,1944.136
6249,19.1,0.067569539,1,11,1,0,Supermarket Type2,619.194
6250,14.0,0.029697925,3,33,2,0,Supermarket Type1,3178.5292
6251,14.85,0.03525037,3,16,0,1,Supermarket Type1,2246.4092
6252,4.92,0.045916788,4,33,2,0,Supermarket Type1,2976.126
6253,13.5,0.021539999,3,18,0,1,Supermarket Type1,1629.8784
6254,15.7,0.027673055,3,18,0,1,Supermarket Type1,3735.138
6255,8.97,0.092997032,1,16,0,1,Supermarket Type1,873.5296
6256,15.35,0.073283193,1,23,0,2,Supermarket Type1,1771.028
6257,14.5,0.041049322,1,35,1,0,Supermarket Type3,1342.2528
6258,16.75,0.008525061,1,35,1,0,Supermarket Type3,2512.7292
6259,17.7,0.117201696,3,13,0,1,Supermarket Type1,2397.5458
6260,6.36,0.005977465,3,16,0,1,Supermarket Type1,2631.2416
6261,18.25,0.0,4,35,1,0,Supermarket Type3,4288.4178
6262,16.0,0.157528118,3,35,0,2,Grocery Store,141.8154
6263,8.235,0.082427854,3,23,0,2,Supermarket Type1,2808.3444
6264,12.35,0.041802518,1,21,1,2,Supermarket Type1,311.5944
6265,18.0,0.015450376,3,23,0,2,Supermarket Type1,1584.604
6266,20.0,0.057527544,1,22,0,0,Grocery Store,89.2172
6267,6.055,0.025512207,3,11,1,0,Supermarket Type2,5592.72
6268,6.63,0.174110803,3,22,0,0,Grocery Store,499.35
6269,11.1,0.175362333,3,35,1,0,Supermarket Type3,4436.8912
6270,8.3,0.038367194,1,11,1,0,Supermarket Type2,959.4178
6271,20.25,0.014781046,4,33,2,0,Supermarket Type1,3463.4916
6272,8.6,0.040268044,4,21,1,2,Supermarket Type1,1707.777
6273,19.5,0.014355033,1,13,0,1,Supermarket Type1,552.614
6274,5.095,0.129766301,2,18,0,1,Supermarket Type1,3231.1274
6275,11.0,0.008997141,2,13,0,1,Supermarket Type1,1938.8096
6276,18.25,0.07784544,4,21,1,2,Supermarket Type1,3884.943
6277,20.0,0.0,1,11,1,0,Supermarket Type2,401.4774
6278,20.1,0.074265816,2,35,1,0,Supermarket Type3,3757.7752
6279,6.11,0.102422487,2,35,1,0,Supermarket Type3,1565.9616
6280,7.5,0.032811503,4,13,0,1,Supermarket Type1,2614.5966
6281,7.22,0.038477325,1,11,1,0,Supermarket Type2,1138.518
6282,12.0,0.020411155,2,23,0,2,Supermarket Type1,1091.2462
6283,12.15,0.042552418,2,13,0,1,Supermarket Type1,1743.0644
6284,11.6,0.009818244,4,13,0,1,Supermarket Type1,5175.9292
6285,8.315,0.035572183,3,23,0,2,Supermarket Type1,2902.888
6286,12.15,0.04274788,3,21,1,2,Supermarket Type1,2929.52
6287,5.905,0.04572322,4,21,1,2,Supermarket Type1,5747.1856
6288,8.575,0.023934398,2,18,0,1,Supermarket Type1,958.752
6289,17.35,0.146527359,3,21,1,2,Supermarket Type1,2247.075
6290,18.6,0.012651172,2,16,0,1,Supermarket Type1,2314.9866
6291,19.25,0.107507291,1,35,1,0,Supermarket Type3,441.4254
6292,15.1,0.096295326,2,18,0,1,Supermarket Type1,1457.4362
6293,7.435,0.0,3,35,1,0,Supermarket Type3,4345.0108
6294,7.825,0.079613553,1,16,0,1,Supermarket Type1,1162.4868
6295,9.17,0.103398309,3,11,1,0,Supermarket Type2,2576.646
6296,20.7,0.16767231,2,22,0,0,Grocery Store,247.6776
6297,12.1,0.020551458,3,33,2,0,Supermarket Type1,2227.101
6298,13.65,0.025961116,1,21,1,2,Supermarket Type1,316.9208
6299,8.38,0.046960237,2,21,1,2,Supermarket Type1,2966.139
6300,19.75,0.041533438,2,11,1,0,Supermarket Type2,2239.0854
6301,8.67,0.065436581,3,23,0,2,Supermarket Type1,2013.3792
6302,15.6,0.08126841,2,18,0,1,Supermarket Type1,1789.6704
6303,12.35,0.072689818,1,11,1,0,Supermarket Type2,788.3072
6304,17.7,0.116723677,3,21,1,2,Supermarket Type1,5163.9448
6305,12.5,0.074035423,1,11,1,0,Supermarket Type2,1133.8574
6306,20.2,0.059751638,2,33,2,0,Supermarket Type1,1017.3424
6307,13.15,0.092854963,3,18,0,1,Supermarket Type1,3010.7476
6308,10.0,0.0,4,35,0,2,Grocery Store,691.1004
6309,11.1,0.044606379,3,35,1,0,Supermarket Type3,4377.635
6310,10.85,0.162107603,2,33,2,0,Supermarket Type1,2117.244
6311,16.5,0.0,1,35,1,0,Supermarket Type3,1024.6662
6312,17.7,0.030060895,3,11,1,0,Supermarket Type2,2013.3792
6313,14.35,0.081050006,1,13,0,1,Supermarket Type1,1278.336
6314,20.0,0.051783761,2,13,0,1,Supermarket Type1,3433.5306
6315,12.3,0.0,1,33,2,0,Supermarket Type1,705.748
6316,10.3,0.024998007,3,11,1,0,Supermarket Type2,3448.844
6317,15.6,0.105208448,3,33,2,0,Supermarket Type1,4466.1864
6318,9.8,0.14118383,1,11,1,0,Supermarket Type2,253.004
6319,11.1,0.135692831,4,11,1,0,Supermarket Type2,2628.5784
6320,15.6,0.116347087,1,35,1,0,Supermarket Type3,2526.711
6321,11.8,0.12150063,1,33,2,0,Supermarket Type1,413.4618
6322,7.72,0.088864488,2,13,0,1,Supermarket Type1,3064.0116
6323,10.5,0.070912843,2,35,1,0,Supermarket Type3,2410.196
6324,19.6,0.041571557,1,23,0,2,Supermarket Type1,623.1888
6325,6.425,0.093454899,3,23,0,2,Supermarket Type1,2988.1104
6326,20.85,0.021329793,2,23,0,2,Supermarket Type1,940.7754
6327,18.0,0.079299474,3,22,0,0,Grocery Store,344.8844
6328,7.05,0.085138334,2,18,0,1,Supermarket Type1,1310.2944
6329,16.25,0.087175137,2,23,0,2,Supermarket Type1,1351.574
6330,20.7,0.093214498,1,13,0,1,Supermarket Type1,2143.876
6331,5.44,0.025458716,4,33,2,0,Supermarket Type1,3124.5994
6332,20.5,0.032741422,1,33,2,0,Supermarket Type1,589.233
6333,12.35,0.038560279,2,21,1,2,Supermarket Type1,1208.427
6334,12.15,0.130544568,4,35,1,0,Supermarket Type3,7883.072
6335,4.61,0.122629121,3,16,0,1,Supermarket Type1,2616.594
6336,8.275,0.110913601,2,13,0,1,Supermarket Type1,1254.3672
6337,16.6,0.121635591,3,35,1,0,Supermarket Type3,2954.1546
6338,8.27,0.128449055,4,11,1,0,Supermarket Type2,4442.2176
6339,7.905,0.055098434,2,18,0,1,Supermarket Type1,976.7286
6340,16.2,0.0,3,21,1,2,Supermarket Type1,3123.9336
6341,16.75,0.0,4,35,0,2,Grocery Store,256.9988
6342,13.6,0.010013429,3,18,0,1,Supermarket Type1,4587.362
6343,9.395,0.040187877,1,13,0,1,Supermarket Type1,1593.9252
6344,7.35,0.024044279,4,22,0,0,Grocery Store,242.3512
6345,15.35,0.014007727,1,33,2,0,Supermarket Type1,292.952
6346,14.5,0.041214746,1,33,2,0,Supermarket Type1,629.181
6347,12.6,0.031663212,3,11,1,0,Supermarket Type2,1030.6584
6348,10.8,0.0,1,33,2,0,Supermarket Type1,1015.345
6349,18.85,0.042716162,4,21,1,2,Supermarket Type1,3332.329
6350,12.15,0.06479182,4,18,0,1,Supermarket Type1,2277.036
6351,11.6,0.009761175,4,16,0,1,Supermarket Type1,1800.3232
6352,15.3,0.02295878,2,33,2,0,Supermarket Type1,1845.5976
6353,20.35,0.030927632,4,23,0,2,Supermarket Type1,3579.3408
6354,14.5,0.103752817,3,22,0,0,Grocery Store,307.5996
6355,6.89,0.136428395,4,23,0,2,Supermarket Type1,1737.738
6356,14.6,0.071904258,2,22,0,0,Grocery Store,108.5254
6357,16.85,0.026627857,1,11,1,0,Supermarket Type2,745.696
6358,8.93,0.028393624,3,33,2,0,Supermarket Type1,1378.206
6359,8.31,0.116331694,3,13,0,1,Supermarket Type1,3010.7476
6360,19.0,0.112893408,2,22,0,0,Grocery Store,524.6504
6361,19.7,0.017937483,2,35,1,0,Supermarket Type3,1547.985
6362,19.2,0.164438907,4,35,0,2,Grocery Store,376.8428
6363,5.19,0.044252621,2,23,0,2,Supermarket Type1,1651.184
6364,17.0,0.120060274,4,13,0,1,Supermarket Type1,4470.1812
6365,11.65,0.010909704,2,33,2,0,Supermarket Type1,1677.816
6366,20.25,0.059055045,4,18,0,1,Supermarket Type1,1970.768
6367,10.0,0.149223055,3,22,0,0,Grocery Store,874.8612
6368,10.5,0.084404264,1,35,0,2,Grocery Store,143.8128
6369,11.1,0.054079556,3,13,0,1,Supermarket Type1,2631.2416
6370,11.8,0.057655493,3,11,1,0,Supermarket Type2,1662.5026
6371,9.695,0.030413777,4,11,1,0,Supermarket Type2,2217.114
6372,13.65,0.049496899,3,13,0,1,Supermarket Type1,2846.295
6373,17.75,0.029653914,2,23,0,2,Supermarket Type1,2669.1922
6374,11.3,0.047912071,3,11,1,0,Supermarket Type2,1258.362
6375,19.7,0.066611321,3,35,1,0,Supermarket Type3,3705.177
6376,19.35,0.016611475,2,23,0,2,Supermarket Type1,2651.2156
6377,6.905,0.03822479,2,18,0,1,Supermarket Type1,587.2356
6378,13.5,0.129016487,2,21,1,2,Supermarket Type1,1846.9292
6379,16.85,0.080141165,2,13,0,1,Supermarket Type1,2013.3792
6380,20.6,0.0480335,4,18,0,1,Supermarket Type1,3755.112
6381,6.175,0.179355893,2,21,1,2,Supermarket Type1,575.2512
6382,18.5,0.062510529,3,11,1,0,Supermarket Type2,2059.9852
6383,13.35,0.038519399,4,16,0,1,Supermarket Type1,5005.4844
6384,9.195,0.047827139,2,35,1,0,Supermarket Type3,3387.5904
6385,8.115,0.032208865,3,21,1,2,Supermarket Type1,3739.1328
6386,15.85,0.078874948,1,11,1,0,Supermarket Type2,303.6048
6387,7.05,0.097275777,4,35,0,2,Grocery Store,223.7088
6388,16.35,0.020664178,1,13,0,1,Supermarket Type1,1298.31
6389,21.35,0.078060605,2,11,1,0,Supermarket Type2,380.8376
6390,12.15,0.131714183,4,11,1,0,Supermarket Type2,4434.228
6391,16.6,0.135944247,3,21,1,2,Supermarket Type1,2586.633
6392,11.6,0.077478931,3,11,1,0,Supermarket Type2,4277.765
6393,20.6,0.046114018,3,18,0,1,Supermarket Type1,1070.6064
6394,6.615,0.161030847,4,35,0,2,Grocery Store,1001.3632
6395,20.1,0.054455495,3,23,0,2,Supermarket Type1,2871.5954
6396,13.65,0.0,4,11,1,0,Supermarket Type2,4287.752
6397,13.3,0.080257683,4,13,0,1,Supermarket Type1,1864.24
6398,15.1,0.059037538,4,35,1,0,Supermarket Type3,2607.2728
6399,14.15,0.094916347,3,35,1,0,Supermarket Type3,4277.765
6400,16.35,0.034393057,1,22,0,0,Grocery Store,155.7972
6401,5.32,0.093261677,2,11,1,0,Supermarket Type2,1222.4088
6402,15.0,0.16143544,3,23,0,2,Supermarket Type1,2766.399
6403,8.27,0.089479661,3,33,2,0,Supermarket Type1,2106.5912
6404,9.21,0.008722342,2,35,1,0,Supermarket Type3,4508.1318
6405,13.1,0.020988798,2,13,0,1,Supermarket Type1,1191.782
6406,12.5,0.081260969,4,21,1,2,Supermarket Type1,3085.3172
6407,19.1,0.045308131,1,23,0,2,Supermarket Type1,649.8208
6408,11.3,0.06705851,4,13,0,1,Supermarket Type1,3293.7126
6409,13.65,0.035930784,3,33,2,0,Supermarket Type1,9069.5276
6410,17.6,0.018813776,4,35,1,0,Supermarket Type3,5672.616
6411,11.15,0.032099989,3,35,1,0,Supermarket Type3,2960.1468
6412,18.85,0.06823032,2,11,1,0,Supermarket Type2,1557.972
6413,5.59,0.056592115,1,16,0,1,Supermarket Type1,447.4176
6414,18.6,0.012643035,2,33,2,0,Supermarket Type1,365.5242
6415,9.31,0.063529046,1,22,0,0,Grocery Store,126.502
6416,6.17,0.010630949,1,23,0,2,Supermarket Type1,1162.4868
6417,5.175,0.029490377,2,16,0,1,Supermarket Type1,2858.2794
6418,20.2,0.129983688,1,35,0,2,Grocery Store,185.0924
6419,19.2,0.094300933,4,11,1,0,Supermarket Type2,1695.7926
6420,12.85,0.152001201,4,33,2,0,Supermarket Type1,6056.1168
6421,16.25,0.039113587,2,33,2,0,Supermarket Type1,1488.7288
6422,6.13,0.02848169,2,13,0,1,Supermarket Type1,1310.2944
6423,12.3,0.05271592,4,11,1,0,Supermarket Type2,569.259
6424,12.0,0.182493512,4,35,0,2,Grocery Store,1041.3112
6425,10.1,0.050562853,3,22,0,0,Grocery Store,463.3968
6426,11.15,0.07366703,1,11,1,0,Supermarket Type2,131.8284
6427,19.35,0.03322326,3,11,1,0,Supermarket Type2,3301.7022
6428,17.25,0.037396492,3,13,0,1,Supermarket Type1,1808.9786
6429,19.85,0.054015429,4,16,0,1,Supermarket Type1,4138.6128
6430,9.5,0.02210346,4,18,0,1,Supermarket Type1,1370.2164
6431,9.395,0.099274694,2,21,1,2,Supermarket Type1,852.224
6432,4.59,0.070721656,2,33,2,0,Supermarket Type1,1471.418
6433,5.98,0.043554614,3,16,0,1,Supermarket Type1,2354.2688
6434,6.46,0.04923932,3,21,1,2,Supermarket Type1,4374.306
6435,7.02,0.08114883,3,16,0,1,Supermarket Type1,3563.3616
6436,8.52,0.027054244,3,16,0,1,Supermarket Type1,3506.7686
6437,12.6,0.036773101,4,22,0,0,Grocery Store,249.0092
6438,5.94,0.049163321,4,22,0,0,Grocery Store,563.2668
6439,16.25,0.078168739,1,23,0,2,Supermarket Type1,1653.8472
6440,10.695,0.05337973,1,21,1,2,Supermarket Type1,1113.2176
6441,5.88,0.030418998,2,13,0,1,Supermarket Type1,1341.587
6442,9.3,0.111673587,1,11,1,0,Supermarket Type2,968.739
6443,19.5,0.027341529,3,16,0,1,Supermarket Type1,3994.8
6444,5.82,0.077634044,4,11,1,0,Supermarket Type2,3844.995
6445,8.68,0.008835694,2,23,0,2,Supermarket Type1,1182.4608
6446,15.7,0.055990291,3,23,0,2,Supermarket Type1,3795.06
6447,9.1,0.00799548,1,35,1,0,Supermarket Type3,2255.7304
6448,12.8,0.076369874,2,11,1,0,Supermarket Type2,1448.115
6449,15.1,0.095351065,3,18,0,1,Supermarket Type1,2535.3664
6450,7.31,0.026783871,2,16,0,1,Supermarket Type1,1098.57
6451,18.25,0.01520491,4,35,1,0,Supermarket Type3,4166.5764
6452,12.35,0.099757833,2,23,0,2,Supermarket Type1,910.8144
6453,16.6,0.0,2,33,2,0,Supermarket Type1,2014.7108
6454,14.35,0.090896452,4,16,0,1,Supermarket Type1,6024.1584
6455,7.075,0.022602061,2,21,1,2,Supermarket Type1,1458.102
6456,18.25,0.044250304,3,23,0,2,Supermarket Type1,2423.512
6457,13.1,0.075885921,3,11,1,0,Supermarket Type2,1504.0422
6458,7.68,0.153177941,1,11,1,0,Supermarket Type2,1278.336
6459,19.7,0.0,4,18,0,1,Supermarket Type1,1767.699
6460,8.52,0.027114238,3,18,0,1,Supermarket Type1,1677.1502
6461,17.75,0.049634572,2,22,0,0,Grocery Store,280.9676
6462,16.85,0.0,2,35,1,0,Supermarket Type3,3914.904
6463,5.785,0.040587146,3,13,0,1,Supermarket Type1,1258.362
6464,5.945,0.093008616,2,16,0,1,Supermarket Type1,2195.8084
6465,18.25,0.17179432,3,13,0,1,Supermarket Type1,2659.871
6466,8.68,0.008828341,2,33,2,0,Supermarket Type1,689.7688
6467,11.65,0.033858187,2,23,0,2,Supermarket Type1,2603.278
6468,19.25,0.034841089,2,11,1,0,Supermarket Type2,282.2992
6469,16.2,0.08425957,4,22,0,0,Grocery Store,769.6648
6470,13.0,0.083444376,4,33,2,0,Supermarket Type1,4152.5946
6471,17.75,0.030497325,4,18,0,1,Supermarket Type1,1534.0032
6472,12.15,0.131179812,4,23,0,2,Supermarket Type1,3202.498
6473,6.32,0.012737719,1,21,1,2,Supermarket Type1,353.5398
6474,17.25,0.159165324,1,16,0,1,Supermarket Type1,1547.985
6475,7.72,0.122015744,2,11,1,0,Supermarket Type2,2277.036
6476,18.85,0.068091318,2,18,0,1,Supermarket Type1,3475.476
6477,19.7,0.067314073,3,13,0,1,Supermarket Type1,2822.992
6478,14.5,0.041249072,1,23,0,2,Supermarket Type1,1216.4166
6479,17.7,0.174340475,2,16,0,1,Supermarket Type1,3570.6854
6480,15.7,0.11454343,2,16,0,1,Supermarket Type1,3263.0858
6481,9.695,0.029693277,3,11,1,0,Supermarket Type2,2716.464
6482,11.8,0.107057186,4,23,0,2,Supermarket Type1,3558.0352
6483,5.985,0.009921107,3,35,0,2,Grocery Store,555.2772
6484,7.935,0.031583053,4,35,1,0,Supermarket Type3,7100.757
6485,15.2,0.097043739,2,16,0,1,Supermarket Type1,2664.5316
6486,8.77,0.046762633,3,16,0,1,Supermarket Type1,1724.422
6487,19.7,0.064909488,1,16,0,1,Supermarket Type1,1308.297
6488,10.5,0.011305479,4,21,1,2,Supermarket Type1,4740.496
6489,15.1,0.0,3,22,0,0,Grocery Store,433.4358
6490,5.405,0.053576661,4,33,2,0,Supermarket Type1,2388.8904
6491,20.35,0.150947728,1,33,2,0,Supermarket Type1,1868.2348
6492,9.27,0.10818157,3,35,0,2,Grocery Store,449.415
6493,5.785,0.038749536,4,16,0,1,Supermarket Type1,4459.5284
6494,11.8,0.113790879,3,11,1,0,Supermarket Type2,370.1848
6495,13.65,0.065313024,1,35,1,0,Supermarket Type3,1516.0266
6496,12.5,0.0,2,13,0,1,Supermarket Type1,253.004
6497,6.11,0.152813518,1,13,0,1,Supermarket Type1,1025.9978
6498,7.105,0.044771473,1,33,2,0,Supermarket Type1,592.562
6499,8.5,0.098083231,1,18,0,1,Supermarket Type1,675.1212
6500,16.7,0.06121901,2,13,0,1,Supermarket Type1,1970.768
6501,17.1,0.047073322,2,13,0,1,Supermarket Type1,2950.1598
6502,8.325,0.029953314,1,13,0,1,Supermarket Type1,568.5932
6503,15.85,0.0,1,33,2,0,Supermarket Type1,1255.6988
6504,20.5,0.040520754,3,35,0,2,Grocery Store,153.134
6505,18.75,0.052554508,4,35,1,0,Supermarket Type3,1917.504
6506,12.15,0.018514652,4,13,0,1,Supermarket Type1,5834.4054
6507,15.85,0.07871426,1,18,0,1,Supermarket Type1,493.3578
6508,17.1,0.054197299,1,16,0,1,Supermarket Type1,1860.2452
6509,15.5,0.103442268,3,23,0,2,Supermarket Type1,2433.499
6510,14.15,0.095360186,3,16,0,1,Supermarket Type1,3251.1014
6511,6.65,0.053031857,3,35,1,0,Supermarket Type3,4454.202
6512,6.865,0.013990601,2,16,0,1,Supermarket Type1,2841.6344
6513,16.5,0.066237024,3,16,0,1,Supermarket Type1,6385.022
6514,14.5,0.089761211,3,16,0,1,Supermarket Type1,2376.906
6515,19.35,0.01863822,2,11,1,0,Supermarket Type2,1677.816
6516,8.51,0.016176344,4,11,1,0,Supermarket Type2,1937.478
6517,6.65,0.089196394,3,22,0,0,Grocery Store,296.9468
6518,7.39,0.092782895,4,23,0,2,Supermarket Type1,2259.0594
6519,10.895,0.0358031,2,21,1,2,Supermarket Type1,2504.7396
6520,8.63,0.028271345,3,16,0,1,Supermarket Type1,2069.3064
6521,7.75,0.043238822,1,23,0,2,Supermarket Type1,1701.7848
6522,12.15,0.037955309,1,21,1,2,Supermarket Type1,710.4086
6523,18.25,0.089186083,4,11,1,0,Supermarket Type2,4502.1396
6524,19.85,0.044566659,1,21,1,2,Supermarket Type1,703.0848
6525,9.3,0.028638276,4,11,1,0,Supermarket Type2,2138.5496
6526,19.35,0.057762301,4,35,1,0,Supermarket Type3,2145.2076
6527,5.98,0.075711199,1,18,0,1,Supermarket Type1,331.5684
6528,9.195,0.027767577,1,35,0,2,Grocery Store,412.796
6529,7.02,0.049865399,1,23,0,2,Supermarket Type1,1165.15
6530,7.72,0.052061483,1,21,1,2,Supermarket Type1,1324.2762
6531,5.925,0.096387053,1,33,2,0,Supermarket Type1,356.8688
6532,9.695,0.128176489,4,33,2,0,Supermarket Type1,3600.6464
6533,12.6,0.064110725,2,23,0,2,Supermarket Type1,243.6828
6534,15.6,0.035561344,2,21,1,2,Supermarket Type1,1821.6288
6535,16.7,0.119647957,3,21,1,2,Supermarket Type1,4165.2448
6536,18.0,0.238831875,1,22,0,0,Grocery Store,88.5514
6537,12.65,0.075676339,4,35,1,0,Supermarket Type3,8789.8916
6538,20.85,0.021416681,2,11,1,0,Supermarket Type2,1149.8366
6539,5.88,0.024766802,3,35,1,0,Supermarket Type3,3281.0624
6540,18.7,0.070691729,4,23,0,2,Supermarket Type1,5742.525
6541,8.42,0.030693309,4,35,1,0,Supermarket Type3,10306.584
6542,18.85,0.055671582,2,13,0,1,Supermarket Type1,263.6568
6543,11.65,0.040507228,4,16,0,1,Supermarket Type1,2237.088
6544,16.5,0.035626319,1,33,2,0,Supermarket Type1,932.12
6545,15.6,0.143688905,2,11,1,0,Supermarket Type2,2184.4898
6546,12.3,0.106542886,3,18,0,1,Supermarket Type1,3139.9128
6547,13.6,0.208662546,4,35,0,2,Grocery Store,466.06
6548,10.65,0.024107056,1,13,0,1,Supermarket Type1,447.4176
6549,16.2,0.104058452,2,13,0,1,Supermarket Type1,2063.98
6550,10.5,0.048403392,1,11,1,0,Supermarket Type2,527.3136
6551,16.85,0.026391403,1,35,1,0,Supermarket Type3,2609.936
6552,7.55,0.031007381,2,18,0,1,Supermarket Type1,2082.6224
6553,7.0,0.150672399,2,35,1,0,Supermarket Type3,2450.144
6554,13.35,0.149598628,3,21,1,2,Supermarket Type1,3775.086
6555,16.0,0.077290355,1,13,0,1,Supermarket Type1,713.7376
6556,11.35,0.078758649,2,35,0,2,Grocery Store,202.4032
6557,16.85,0.036359891,1,33,2,0,Supermarket Type1,2263.72
6558,8.185,0.046747071,1,13,0,1,Supermarket Type1,837.5764
6559,19.7,0.0,2,21,1,2,Supermarket Type1,1635.8706
6560,10.8,0.041865848,4,23,0,2,Supermarket Type1,5841.0634
